Lizard,year,date,aggression,boldness,sex,avgmass,trialnum,assayyear,yrsinsite,avgbothNymph_Larva,avgtotal
120829,2016,11/21/2016,8,1.802492651,1,674.5,3,1,1,1.8,3.4
120829,2017,9/21/2017,5,-0.144946689,1,676.6666667,1,2,2,0,2
120829,2017,10/4/2017,5,0.927111843,1,676.6666667,2,2,2,0,3
120829,2017,11/29/2017,8,1.463141109,1,676.6666667,3,2,2,0,1.5
10000000,2011,10/16/2011,8,NA,1,703,1,1,1,0,0
10000001,2011,9/15/2011,2,NA,0,531.6666667,1,1,1,0,0.5
10000006,2011,11/3/2011,11,NA,NA,NA,1,1,1,NA,NA
10000007,2011,10/25/2011,8,NA,NA,NA,1,1,1,NA,NA
10000007,2011,11/17/2011,2,NA,NA,NA,2,1,1,NA,NA
10000008,2011,10/1/2011,2,NA,NA,NA,1,1,1,NA,NA
10000008,2011,10/24/2011,2,NA,NA,NA,2,1,1,NA,NA
10000008,2011,11/19/2011,1,NA,NA,NA,3,1,1,NA,NA
10000009,2011,10/2/2011,11,NA,NA,NA,1,1,1,NA,NA
10000009,2011,10/25/2011,5,NA,NA,NA,2,1,1,NA,NA
10000009,2011,11/17/2011,5,NA,NA,NA,3,1,1,NA,NA
